user_id,total_orders,total_spending,avg_order_value,total_items,first_order_date,last_order_date,recency_days,order_frequency,age,gender,occupation,monthly_income,family_size
19750,2,639,319.5,3,2017-12-18,2018-09-12,654,0.007462686567164179,29,Male,Employee,25001 to 50000,4
19751,1,106,106.0,1,2017-11-27,2017-11-27,943,1.0,23,Female,Student,No Income,1
19753,2,86199,43099.5,106,2019-01-07,2020-06-11,16,0.003838771593090211,29,Female,Employee,25001 to 50000,4
19754,2,449,224.5,2,2017-11-27,2019-06-13,380,0.003552397868561279,27,Male,Self Employeed,25001 to 50000,6
19755,2,2065,1032.5,8,2018-02-23,2018-07-05,723,0.015151515151515152,25,Male,Self Employeed,10001 to 25000,3
19757,3,954,318.0,3,2018-04-27,2020-02-04,144,0.004629629629629629,24,Male,Student,No Income,2
19759,2,24588,12294.0,51,2018-04-04,2019-09-25,276,0.0037105751391465678,32,Male,Employee,25001 to 50000,3
19760,2,648,324.0,2,2017-11-07,2017-12-29,911,0.038461538461538464,29,Male,Self Employeed,More than 50000,6
19764,1,208,208.0,1,2020-06-12,2020-06-12,15,1.0,31,Male,Employee,More than 50000,3
19765,1,1662,1662.0,2,2018-05-21,2018-05-21,768,1.0,29,Male,Employee,25001 to 50000,3
19766,1,24134,24134.0,27,2018-03-13,2018-03-13,837,1.0,22,Male,Student,No Income,3
19767,4,7607,1901.75,6,2018-10-03,2020-06-04,23,0.006557377049180328,24,Male,Student,No Income,2
19768,2,236,118.0,2,2019-06-13,2019-08-02,330,0.04,27,Male,Employee,25001 to 50000,2
19770,1,7454,7454.0,8,2018-04-26,2018-04-26,793,1.0,30,Male,Employee,More than 50000,6
19771,2,41801,20900.5,28,2018-10-25,2019-07-19,344,0.00749063670411985,22,Female,Student,No Income,2
19772,1,157,157.0,1,2020-01-20,2020-01-20,159,1.0,28,Male,Employee,25001 to 50000,3
19773,4,2121,530.25,14,2018-08-27,2020-03-20,99,0.0070052539404553416,23,Female,Student,No Income,2
19774,2,3115,1557.5,4,2019-01-15,2019-07-23,340,0.010582010582010581,30,Male,Self Employeed,More than 50000,1
19775,2,6430,3215.0,22,2019-05-29,2019-11-25,215,0.011111111111111112,21,Male,Student,No Income,3
19776,1,185,185.0,1,2018-09-24,2018-09-24,642,1.0,26,Female,Employee,Below Rs.10000,6
19777,2,287,143.5,2,2017-11-30,2019-10-16,255,0.00291970802919708,25,Male,Self Employeed,More than 50000,3
19779,4,34311,8577.75,65,2018-01-30,2020-02-19,129,0.005333333333333333,23,Female,Employee,25001 to 50000,2
19780,1,37380,37380.0,35,2019-07-24,2019-07-24,339,1.0,22,Male,Student,Below Rs.10000,4
19781,3,7246,2415.3333333333335,43,2018-05-04,2019-09-23,278,0.005917159763313609,27,Female,Employee,More than 50000,2
19782,2,2310,1155.0,4,2018-12-20,2019-12-02,208,0.005763688760806916,22,Male,Student,No Income,3
19783,2,2097,1048.5,11,2017-12-15,2019-07-08,355,0.0035087719298245615,24,Female,Student,No Income,3
19784,1,37,37.0,1,2017-10-23,2017-10-23,978,1.0,23,Female,Student,No Income,2
19785,1,958,958.0,1,2018-02-20,2018-02-20,858,1.0,23,Female,Student,No Income,4
19786,1,93,93.0,1,2018-03-15,2018-03-15,835,1.0,22,Female,Student,No Income,5
19787,4,1185,296.25,6,2017-12-11,2019-07-23,340,0.006791171477079796,23,Male,Student,Below Rs.10000,2
19789,2,11047,5523.5,22,2018-04-05,2020-02-12,136,0.0029498525073746312,20,Female,Student,No Income,4
19791,2,894,447.0,4,2017-11-29,2018-03-15,835,0.018867924528301886,22,Male,Student,Below Rs.10000,3
19792,3,9263,3087.6666666666665,10,2017-10-06,2020-02-07,141,0.00351288056206089,22,Female,Student,No Income,6
19793,1,4773,4773.0,24,2019-11-20,2019-11-20,220,1.0,22,Male,Student,Below Rs.10000,4
19794,1,306,306.0,1,2018-07-24,2018-07-24,704,1.0,27,Female,Employee,More than 50000,2
19795,1,171,171.0,1,2017-11-07,2017-11-07,963,1.0,22,Male,Student,No Income,3
19796,1,384,384.0,1,2019-07-10,2019-07-10,353,1.0,24,Female,Student,No Income,3
19798,3,35241,11747.0,34,2019-01-31,2020-02-27,121,0.007653061224489796,23,Female,Student,No Income,4
19799,1,3435,3435.0,45,2017-10-12,2017-10-12,989,1.0,22,Female,Student,No Income,5
19800,2,1056,528.0,6,2018-07-23,2018-12-17,558,0.013605442176870748,23,Male,Student,Below Rs.10000,2
19802,1,8620,8620.0,107,2019-08-29,2019-08-29,303,1.0,21,Male,Student,No Income,4
19803,3,7037,2345.6666666666665,20,2017-12-29,2019-04-29,425,0.006172839506172839,23,Female,Self Employeed,10001 to 25000,5
19806,1,324,324.0,1,2018-07-24,2018-07-24,704,1.0,23,Female,Student,No Income,3
19811,2,23991,11995.5,32,2018-05-16,2020-03-13,106,0.0029985007496251873,22,Female,Student,No Income,4
19812,1,125,125.0,1,2018-12-21,2018-12-21,554,1.0,23,Male,Student,No Income,4
19813,2,2060,1030.0,6,2017-11-20,2019-02-08,505,0.0044943820224719105,21,Male,Student,Below Rs.10000,3
19814,1,219736,219736.0,120,2018-08-29,2018-08-29,668,1.0,25,Male,Student,No Income,3
19816,2,84782,42391.0,98,2017-12-27,2020-04-23,65,0.0023584905660377358,22,Male,Student,No Income,3
19817,1,139,139.0,1,2018-06-21,2018-06-21,737,1.0,23,Female,Employee,10001 to 25000,3
19819,1,14741,14741.0,7,2019-05-09,2019-05-09,415,1.0,22,Female,Employee,10001 to 25000,5
19820,1,514,514.0,1,2018-04-17,2018-04-17,802,1.0,22,Male,Student,No Income,4
19821,2,8356,4178.0,8,2018-11-19,2019-07-04,359,0.00881057268722467,25,Male,Employee,More than 50000,4
19822,3,565,188.33333333333334,3,2018-02-15,2019-08-09,323,0.005555555555555556,22,Female,Student,10001 to 25000,5
19823,4,16615,4153.75,104,2018-01-15,2020-01-28,151,0.005383580080753701,22,Female,Student,No Income,2
19826,2,1310,655.0,19,2018-04-17,2019-03-21,464,0.005917159763313609,32,Female,House wife,No Income,5
19828,2,171,85.5,2,2018-10-30,2020-02-11,137,0.0042643923240938165,23,Female,Student,No Income,4
19830,1,7917,7917.0,12,2018-02-26,2018-02-26,852,1.0,23,Male,Student,No Income,3
19831,1,2875,2875.0,33,2018-12-21,2018-12-21,554,1.0,23,Male,Student,No Income,4
19832,2,9209,4604.5,6,2017-12-14,2020-01-17,162,0.002617801047120419,22,Female,Student,No Income,5
19833,2,78606,39303.0,78,2019-02-26,2019-03-01,484,0.6666666666666666,22,Male,Student,No Income,5
19834,1,157,157.0,1,2019-01-18,2019-01-18,526,1.0,27,Female,Self Employeed,10001 to 25000,2
19835,1,278,278.0,1,2019-09-27,2019-09-27,274,1.0,24,Female,Student,No Income,3
19836,1,366,366.0,2,2018-10-05,2018-10-05,631,1.0,23,Male,Student,No Income,2
19837,1,16625,16625.0,40,2017-11-21,2017-11-21,949,1.0,23,Female,Student,No Income,3
19838,2,6954,3477.0,23,2018-08-31,2019-05-20,404,0.007633587786259542,22,Female,Student,10001 to 25000,5
19839,2,740,370.0,4,2018-02-02,2019-10-03,268,0.003289473684210526,23,Female,Student,No Income,5
19840,4,34491,8622.75,53,2017-11-03,2019-04-11,443,0.007633587786259542,23,Female,Student,No Income,2
19841,1,3806,3806.0,8,2019-01-02,2019-01-02,542,1.0,24,Male,Student,No Income,3
19843,2,1162,581.0,11,2020-02-17,2020-05-14,44,0.022988505747126436,22,Male,Student,No Income,3
19844,3,21227,7075.666666666667,53,2018-02-22,2018-08-30,667,0.015873015873015872,28,Female,Student,No Income,2
19845,2,217,108.5,2,2017-10-12,2020-03-12,107,0.0022675736961451248,22,Female,Student,No Income,1
19846,1,111,111.0,1,2018-02-01,2018-02-01,877,1.0,24,Female,Student,No Income,3
19847,2,19037,9518.5,48,2017-10-13,2017-11-15,955,0.06060606060606061,31,Male,Employee,More than 50000,5
19848,2,3288,1644.0,12,2018-03-12,2018-05-24,765,0.0273972602739726,25,Male,Student,No Income,4
19849,3,8648,2882.6666666666665,8,2018-08-28,2020-02-14,134,0.005607476635514018,23,Male,Student,No Income,5
19851,3,6797,2265.6666666666665,12,2017-12-19,2019-09-25,276,0.004651162790697674,23,Male,Student,25001 to 50000,1
19852,2,2033,1016.5,3,2018-06-29,2019-01-18,526,0.009852216748768473,23,Male,Student,No Income,4
19853,3,787,262.3333333333333,4,2018-08-13,2019-12-17,193,0.006109979633401222,23,Female,Student,No Income,2
19854,3,1356,452.0,3,2017-12-20,2019-09-25,276,0.004658385093167702,25,Male,Student,No Income,6
19855,2,768,384.0,2,2018-05-03,2018-08-10,687,0.020202020202020204,24,Male,Employee,10001 to 25000,4
19857,2,2620,1310.0,14,2018-06-29,2018-11-02,603,0.015873015873015872,23,Female,Student,No Income,4
19858,2,28528,14264.0,114,2018-03-08,2019-02-20,493,0.0057306590257879654,24,Female,Employee,More than 50000,4
19859,4,48551,12137.75,26,2017-11-24,2020-01-02,177,0.005201560468140442,22,Male,Student,No Income,4
19862,2,1593,796.5,3,2018-09-13,2019-03-29,456,0.01015228426395939,23,Male,Student,No Income,2
19863,1,1620,1620.0,2,2018-01-09,2018-01-09,900,1.0,26,Male,Student,No Income,4
19865,3,1797,599.0,5,2017-12-20,2019-11-21,219,0.0042796005706134095,26,Male,Student,No Income,4
19866,1,6528,6528.0,40,2020-02-03,2020-02-03,145,1.0,21,Male,Student,No Income,4
19867,2,2454,1227.0,4,2018-12-18,2019-12-12,198,0.005571030640668524,22,Female,Student,No Income,3
19868,2,602,301.0,2,2019-02-01,2019-03-04,481,0.06451612903225806,24,Male,Student,No Income,5
19869,1,20810,20810.0,161,2017-10-19,2017-10-19,982,1.0,24,Male,Student,10001 to 25000,4
19870,1,74681,74681.0,149,2019-09-04,2019-09-04,297,1.0,23,Female,Student,No Income,3
19871,2,127597,63798.5,511,2018-04-03,2019-01-07,537,0.007168458781362007,23,Male,Student,No Income,3
19872,2,371,185.5,2,2019-06-04,2020-06-12,15,0.0053475935828877,22,Male,Student,No Income,3
19874,3,20745,6915.0,312,2018-08-13,2019-05-14,410,0.010948905109489052,24,Female,Student,No Income,4
19875,7,16904,2414.8571428571427,213,2017-11-23,2020-01-14,165,0.008951406649616368,24,Male,Student,No Income,5
19876,1,1843,1843.0,7,2017-11-16,2017-11-16,954,1.0,25,Male,Student,No Income,1
19877,1,125,125.0,1,2018-10-04,2018-10-04,632,1.0,25,Male,Student,No Income,5
19878,2,9843,4921.5,34,2017-11-22,2019-05-02,422,0.0038022813688212928,28,Male,Self Employeed,10001 to 25000,2
19879,2,176348,88174.0,164,2020-01-20,2020-04-08,80,0.02531645569620253,27,Female,Employee,25001 to 50000,5
19880,1,9819,9819.0,4,2019-05-17,2019-05-17,407,1.0,26,Male,Self Employeed,10001 to 25000,1
19881,1,10509,10509.0,9,2019-11-06,2019-11-06,234,1.0,22,Male,Student,No Income,2
19882,3,2148,716.0,12,2018-09-11,2019-08-28,304,0.008547008547008548,24,Female,Student,No Income,3
19883,4,11537,2884.25,24,2018-01-15,2019-02-19,494,0.01,23,Male,Student,No Income,1
19885,1,218,218.0,1,2019-06-18,2019-06-18,375,1.0,23,Female,Student,No Income,5
19886,1,181,181.0,3,2020-05-13,2020-05-13,45,1.0,23,Female,Student,No Income,5
19887,1,156792,156792.0,154,2018-06-13,2018-06-13,745,1.0,26,Male,Employee,25001 to 50000,5
19888,1,22606,22606.0,260,2020-04-14,2020-04-14,74,1.0,32,Female,House wife,No Income,3
19889,2,329,164.5,2,2018-07-17,2020-01-13,166,0.003669724770642202,24,Female,Student,10001 to 25000,3
19890,1,319,319.0,1,2019-03-01,2019-03-01,484,1.0,23,Male,Student,No Income,2
19892,2,57856,28928.0,41,2018-02-07,2020-02-25,123,0.00267379679144385,24,Female,Student,No Income,3
19893,2,491,245.5,2,2018-08-03,2019-04-05,449,0.00816326530612245,26,Male,Employee,25001 to 50000,2
19894,1,444,444.0,1,2018-10-09,2018-10-09,627,1.0,28,Male,Employee,More than 50000,3
19895,2,13000,6500.0,11,2018-05-08,2019-06-28,365,0.004807692307692308,26,Male,Employee,More than 50000,2
19896,1,7787,7787.0,34,2018-06-01,2018-06-01,757,1.0,25,Male,Student,No Income,1
19897,1,259,259.0,1,2018-07-20,2018-07-20,708,1.0,25,Male,Employee,Below Rs.10000,2
19898,1,630,630.0,1,2018-09-21,2018-09-21,645,1.0,18,Male,Student,No Income,5
19899,1,30634,30634.0,11,2019-03-22,2019-03-22,463,1.0,21,Male,Student,No Income,4
19900,2,898,449.0,2,2018-07-16,2019-03-08,477,0.00851063829787234,25,Male,Student,No Income,1
19901,1,1620,1620.0,12,2018-07-19,2018-07-19,709,1.0,25,Male,Student,Below Rs.10000,2
19902,3,1584,528.0,6,2018-06-06,2019-09-05,296,0.006578947368421052,23,Female,Student,No Income,5
19903,1,3037,3037.0,6,2019-04-05,2019-04-05,449,1.0,23,Male,Employee,10001 to 25000,2
19905,1,6264,6264.0,80,2019-03-15,2019-03-15,470,1.0,31,Female,House wife,No Income,5
19906,1,7611,7611.0,6,2018-02-02,2018-02-02,876,1.0,24,Male,Self Employeed,More than 50000,2
19909,2,2398,1199.0,5,2018-10-18,2019-06-06,387,0.008658008658008658,27,Female,Self Employeed,More than 50000,5
19910,1,185,185.0,1,2018-06-13,2018-06-13,745,1.0,26,Male,Self Employeed,25001 to 50000,3
19912,1,167,167.0,1,2018-08-10,2018-08-10,687,1.0,32,Male,Employee,More than 50000,5
19913,1,69,69.0,1,2020-04-15,2020-04-15,73,1.0,24,Male,Self Employeed,More than 50000,6
19914,2,176,88.0,2,2018-05-08,2018-08-31,666,0.017391304347826087,27,Female,Self Employeed,25001 to 50000,3
19917,1,227,227.0,5,2018-12-21,2018-12-21,554,1.0,23,Male,Student,No Income,3
19918,2,2273,1136.5,28,2019-08-22,2020-02-05,143,0.011976047904191617,23,Female,Student,No Income,4
19922,1,894,894.0,1,2020-03-27,2020-03-27,92,1.0,19,Male,Student,No Income,2
19923,2,431,215.5,3,2017-11-13,2019-11-22,218,0.0027063599458728013,19,Female,Student,No Income,4
19924,2,6606,3303.0,13,2019-07-30,2019-08-27,305,0.07142857142857142,27,Female,Employee,25001 to 50000,2
19925,3,25588,8529.333333333334,304,2018-07-07,2018-11-01,604,0.02564102564102564,25,Male,Self Employeed,25001 to 50000,3
19926,1,49519,49519.0,500,2019-05-16,2019-05-16,408,1.0,33,Male,Employee,More than 50000,5
19927,1,51,51.0,1,2019-09-23,2019-09-23,278,1.0,26,Female,Employee,More than 50000,3
19929,2,33796,16898.0,16,2018-11-29,2019-07-18,345,0.008658008658008658,23,Male,Student,No Income,3
19930,1,162,162.0,1,2017-10-27,2017-10-27,974,1.0,22,Female,Student,No Income,3
19931,1,8671,8671.0,7,2018-01-10,2018-01-10,899,1.0,25,Male,Employee,25001 to 50000,2
19932,1,42,42.0,1,2020-04-29,2020-04-29,59,1.0,30,Female,House wife,No Income,5
19933,1,51,51.0,1,2019-01-14,2019-01-14,530,1.0,24,Male,Student,No Income,3
19935,1,2065,2065.0,13,2020-05-04,2020-05-04,54,1.0,23,Male,Student,More than 50000,3
19936,1,1204,1204.0,7,2019-05-17,2019-05-17,407,1.0,24,Female,Student,No Income,4
19937,2,19916,9958.0,15,2019-06-26,2019-10-23,248,0.01680672268907563,32,Male,Employee,10001 to 25000,4
19938,3,1912,637.3333333333334,4,2017-10-13,2019-07-08,355,0.004739336492890996,22,Male,Student,No Income,4
19941,2,20032,10016.0,121,2018-05-17,2019-02-08,505,0.00749063670411985,20,Male,Student,No Income,2
19942,2,14005,7002.5,31,2019-06-21,2020-01-22,157,0.009302325581395349,21,Male,Student,No Income,2
19943,3,7399,2466.3333333333335,6,2018-06-08,2019-09-13,288,0.006493506493506494,24,Female,Self Employeed,10001 to 25000,5
19944,1,2694,2694.0,2,2018-12-21,2018-12-21,554,1.0,23,Female,Student,No Income,4
19945,2,532,266.0,2,2020-02-21,2020-03-03,116,0.18181818181818182,25,Male,Employee,25001 to 50000,3
19946,3,879,293.0,3,2017-12-06,2019-11-29,211,0.004149377593360996,32,Female,House wife,No Income,3
19947,1,333,333.0,1,2018-12-03,2018-12-03,572,1.0,27,Male,Employee,More than 50000,5
19948,1,250,250.0,1,2019-06-05,2019-06-05,388,1.0,20,Female,Student,No Income,2
19949,1,2616,2616.0,5,2018-04-20,2018-04-20,799,1.0,21,Male,Student,No Income,2
19950,1,329,329.0,1,2017-11-20,2017-11-20,950,1.0,26,Male,Employee,More than 50000,3
19951,2,8259,4129.5,12,2018-10-31,2020-01-02,177,0.004672897196261682,25,Male,Employee,10001 to 25000,4
19953,3,10579,3526.3333333333335,17,2018-06-01,2019-10-11,260,0.006036217303822937,26,Female,Employee,25001 to 50000,3
19954,3,12736,4245.333333333333,16,2019-09-11,2020-06-02,25,0.011320754716981131,27,Male,Employee,More than 50000,4
19956,1,236,236.0,1,2019-08-06,2019-08-06,326,1.0,24,Female,Student,No Income,5
19957,2,643,321.5,2,2017-11-09,2018-10-05,631,0.006060606060606061,25,Male,Self Employeed,More than 50000,2
19958,1,30917,30917.0,71,2017-10-19,2017-10-19,982,1.0,20,Male,Student,No Income,2
19959,1,171,171.0,1,2018-05-17,2018-05-17,772,1.0,22,Male,Student,No Income,1
19960,1,79,79.0,1,2020-02-25,2020-02-25,123,1.0,26,Female,Student,Below Rs.10000,3
19961,3,769,256.3333333333333,9,2018-07-18,2019-09-23,278,0.006944444444444444,27,Male,Employee,25001 to 50000,1
19962,2,1328,664.0,7,2017-10-27,2018-10-16,620,0.005649717514124294,25,Female,Student,No Income,3
19963,3,1394,464.6666666666667,3,2019-04-02,2019-08-23,309,0.02097902097902098,24,Male,Employee,Below Rs.10000,2
19965,2,500,250.0,2,2018-08-10,2019-06-06,387,0.006666666666666667,22,Male,Student,No Income,2
19967,1,417,417.0,2,2018-01-02,2018-01-02,907,1.0,26,Male,Employee,Below Rs.10000,1
19968,3,9134,3044.6666666666665,11,2017-11-10,2020-06-09,18,0.0031847133757961785,25,Female,Self Employeed,25001 to 50000,3
19969,1,301,301.0,1,2019-07-25,2019-07-25,338,1.0,29,Female,Employee,More than 50000,3
19970,1,130,130.0,1,2019-10-14,2019-10-14,257,1.0,23,Male,Student,Below Rs.10000,3
19971,1,148,148.0,1,2020-02-05,2020-02-05,143,1.0,22,Female,Employee,25001 to 50000,4
19973,2,352,176.0,2,2018-01-19,2018-04-17,802,0.022727272727272728,32,Female,House wife,No Income,5
19974,1,486,486.0,2,2018-05-29,2018-05-29,760,1.0,28,Male,Employee,More than 50000,1
19975,1,15551,15551.0,13,2018-03-16,2018-03-16,834,1.0,22,Male,Student,No Income,2
19976,1,731,731.0,2,2018-08-08,2018-08-08,689,1.0,25,Male,Employee,10001 to 25000,2
19978,2,139,69.5,2,2017-12-07,2019-12-23,187,0.002680965147453083,31,Male,Self Employeed,More than 50000,6
19979,1,176,176.0,1,2019-02-27,2019-02-27,486,1.0,24,Male,Student,No Income,3
19981,3,215273,71757.66666666667,148,2017-12-01,2020-04-07,81,0.0034965034965034965,31,Female,Employee,More than 50000,5
19982,3,85722,28574.0,131,2019-05-24,2020-06-11,16,0.0078125,26,Male,Employee,25001 to 50000,2
19983,1,93,93.0,1,2020-03-06,2020-03-06,113,1.0,24,Female,Self Employeed,More than 50000,2
19987,1,3065,3065.0,53,2018-12-18,2018-12-18,557,1.0,23,Female,House wife,No Income,6
19989,1,1324,1324.0,6,2019-12-13,2019-12-13,197,1.0,23,Male,Student,No Income,2
19990,3,1045,348.3333333333333,7,2018-02-19,2018-12-17,558,0.009966777408637873,24,Male,Student,No Income,5
19993,2,4959,2479.5,20,2018-01-18,2019-03-20,465,0.004694835680751174,25,Female,Student,No Income,3
19994,3,35338,11779.333333333334,50,2019-02-18,2020-06-08,19,0.0063025210084033615,20,Male,Student,No Income,2
19995,4,78912,19728.0,997,2018-01-25,2020-05-06,52,0.004807692307692308,29,Male,Employee,25001 to 50000,4
19996,2,8486,4243.0,45,2018-03-05,2019-08-13,319,0.0038022813688212928,23,Female,Student,No Income,1
19997,2,5848,2924.0,10,2019-11-08,2019-11-29,211,0.09523809523809523,25,Male,Self Employeed,More than 50000,2
19998,1,815,815.0,1,2017-12-08,2017-12-08,932,1.0,29,Female,Employee,25001 to 50000,4
20001,1,51,51.0,1,2019-11-04,2019-11-04,236,1.0,21,Male,Student,No Income,2
20002,1,167,167.0,1,2018-06-28,2018-06-28,730,1.0,23,Male,Student,No Income,3
20003,2,28328,14164.0,450,2018-09-10,2019-10-16,255,0.004987531172069825,24,Female,Employee,10001 to 25000,4
20004,2,440,220.0,2,2019-03-13,2020-01-15,164,0.006493506493506494,32,Male,Self Employeed,10001 to 25000,3
20005,2,71597,35798.5,63,2018-03-16,2018-04-10,809,0.08,28,Male,Employee,25001 to 50000,5
20006,4,2236,559.0,5,2018-04-30,2019-04-23,431,0.0111731843575419,26,Male,Employee,10001 to 25000,2
20007,3,78732,26244.0,79,2018-02-09,2020-04-24,64,0.0037267080745341614,31,Female,House wife,No Income,5
20008,1,3097,3097.0,2,2019-11-14,2019-11-14,226,1.0,27,Female,Self Employeed,25001 to 50000,3
20009,1,250,250.0,1,2018-09-17,2018-09-17,649,1.0,21,Female,Student,No Income,1
20011,2,921,460.5,2,2018-02-26,2020-01-31,148,0.002840909090909091,26,Male,Employee,10001 to 25000,4
20012,5,15426,3085.2,34,2019-06-27,2019-10-11,260,0.04716981132075472,32,Male,Employee,More than 50000,5
20013,1,2907,2907.0,3,2020-02-11,2020-02-11,137,1.0,25,Female,Student,No Income,2
20014,2,11069,5534.5,10,2018-07-24,2020-06-05,22,0.002932551319648094,28,Male,Self Employeed,10001 to 25000,2
20015,1,4769,4769.0,37,2019-08-12,2019-08-12,320,1.0,21,Female,Student,No Income,3
20016,3,31019,10339.666666666666,84,2019-07-19,2020-02-26,122,0.013513513513513514,24,Male,Student,No Income,2
20018,2,60949,30474.5,24,2018-05-11,2018-08-21,676,0.0196078431372549,32,Male,Employee,25001 to 50000,3
20019,4,3371,842.75,5,2017-11-06,2019-10-18,253,0.005625879043600563,29,Male,Self Employeed,More than 50000,6
20020,4,63981,15995.25,684,2018-02-26,2020-06-05,22,0.004819277108433735,21,Male,Student,No Income,5
20021,2,2671,1335.5,3,2018-07-30,2020-04-09,79,0.0032310177705977385,24,Female,Self Employeed,25001 to 50000,3
20022,2,2402,1201.0,7,2018-10-11,2020-02-07,141,0.004132231404958678,26,Male,Self Employeed,More than 50000,2
20023,2,5199,2599.5,13,2018-07-09,2019-03-08,477,0.008264462809917356,25,Male,Employee,More than 50000,3
20024,1,15315,15315.0,7,2020-05-01,2020-05-01,57,1.0,29,Male,Employee,25001 to 50000,3
20025,2,862,431.0,2,2018-09-12,2019-02-05,508,0.0136986301369863,22,Male,Student,No Income,3
20027,1,2801,2801.0,6,2018-03-07,2018-03-07,843,1.0,27,Male,Employee,25001 to 50000,2
20029,2,100638,50319.0,78,2018-02-02,2018-10-22,614,0.007633587786259542,32,Male,Employee,More than 50000,6
20030,3,389,129.66666666666666,3,2018-02-22,2020-01-29,150,0.00424929178470255,22,Female,Student,No Income,2
20031,2,3472,1736.0,30,2018-05-23,2019-10-28,243,0.0038240917782026767,28,Male,Employee,25001 to 50000,3
20032,1,18222,18222.0,41,2019-08-21,2019-08-21,311,1.0,23,Female,Student,No Income,2
20033,1,190,190.0,1,2020-01-02,2020-01-02,177,1.0,30,Male,Self Employeed,More than 50000,1
20034,3,23430,7810.0,54,2017-11-08,2019-02-25,488,0.006329113924050633,21,Male,Student,No Income,3
20036,1,208,208.0,1,2020-05-25,2020-05-25,33,1.0,25,Male,Self Employeed,More than 50000,3
20038,2,1301,650.5,14,2019-04-01,2020-01-03,176,0.007220216606498195,23,Female,Employee,25001 to 50000,2
20042,6,14903,2483.8333333333335,15,2017-10-19,2020-01-15,164,0.007334963325183374,22,Male,Employee,10001 to 25000,2
20043,2,8352,4176.0,17,2019-07-19,2019-08-07,325,0.10526315789473684,30,Female,House wife,No Income,6
20044,1,1000,1000.0,2,2019-05-23,2019-05-23,401,1.0,27,Male,Self Employeed,More than 50000,3
20045,1,65,65.0,1,2019-06-03,2019-06-03,390,1.0,23,Male,Student,No Income,2
20046,2,5199,2599.5,7,2018-07-25,2018-11-22,583,0.016666666666666666,30,Male,Self Employeed,25001 to 50000,6
20047,1,1556,1556.0,1,2019-02-20,2019-02-20,493,1.0,23,Male,Student,No Income,3
20049,2,28982,14491.0,37,2018-02-12,2018-09-21,645,0.00904977375565611,30,Male,Self Employeed,More than 50000,6
20050,2,12625,6312.5,33,2017-11-24,2018-11-02,603,0.0058309037900874635,24,Female,Employee,25001 to 50000,2
20052,1,329,329.0,1,2018-03-13,2018-03-13,837,1.0,23,Female,Employee,10001 to 25000,3
20053,2,810,405.0,2,2019-03-01,2019-09-17,284,0.01,25,Male,Self Employeed,More than 50000,4
20054,2,5967,2983.5,7,2020-02-12,2020-05-28,30,0.018867924528301886,24,Female,Employee,25001 to 50000,2
20055,3,14606,4868.666666666667,17,2019-02-08,2020-01-13,166,0.008849557522123894,26,Male,Employee,10001 to 25000,3
20056,3,59694,19898.0,271,2018-11-27,2020-03-16,103,0.00631578947368421,25,Female,Employee,25001 to 50000,2
20057,1,468,468.0,2,2017-12-01,2017-12-01,939,1.0,22,Male,Student,25001 to 50000,3
20058,1,338,338.0,1,2018-03-09,2018-03-09,841,1.0,26,Female,Employee,25001 to 50000,2
20059,1,88,88.0,1,2019-12-31,2019-12-31,179,1.0,23,Male,Employee,10001 to 25000,2
20060,1,208,208.0,1,2020-04-28,2020-04-28,60,1.0,21,Female,Employee,Below Rs.10000,2
20061,1,56,56.0,1,2020-05-07,2020-05-07,51,1.0,25,Male,Self Employeed,25001 to 50000,3
20062,1,505,505.0,1,2018-01-25,2018-01-25,884,1.0,24,Female,Employee,10001 to 25000,2
20065,1,1079,1079.0,9,2019-12-19,2019-12-19,191,1.0,24,Male,Employee,More than 50000,3
20066,3,569,189.66666666666666,3,2018-08-24,2020-02-10,138,0.005607476635514018,22,Female,Student,No Income,2
20067,1,139,139.0,1,2018-09-14,2018-09-14,652,1.0,30,Male,Employee,More than 50000,5
20068,2,454,227.0,3,2017-12-01,2019-01-31,513,0.004694835680751174,23,Female,Employee,10001 to 25000,4
20069,2,694,347.0,3,2018-07-06,2019-09-05,296,0.004694835680751174,19,Male,Student,No Income,6
20070,3,2356,785.3333333333334,39,2018-05-28,2019-02-04,509,0.011904761904761904,21,Female,Student,No Income,2
20071,2,7926,3963.0,8,2017-12-14,2020-02-07,141,0.0025477707006369425,23,Male,Student,No Income,4
20072,1,352,352.0,1,2019-12-13,2019-12-13,197,1.0,24,Female,Employee,25001 to 50000,3
20073,1,241,241.0,1,2019-06-03,2019-06-03,390,1.0,26,Female,Employee,10001 to 25000,2
20074,1,315,315.0,1,2019-11-26,2019-11-26,214,1.0,26,Female,Student,No Income,2
20075,1,245,245.0,1,2019-05-13,2019-05-13,411,1.0,25,Female,Student,10001 to 25000,2
20076,1,116,116.0,1,2019-06-03,2019-06-03,390,1.0,28,Female,Employee,25001 to 50000,5
20077,1,111,111.0,1,2020-02-10,2020-02-10,138,1.0,25,Female,Student,No Income,3
20078,2,481,240.5,4,2017-10-20,2018-07-26,702,0.007168458781362007,20,Female,Student,No Income,2
20080,3,12209,4069.6666666666665,12,2018-06-27,2020-05-12,46,0.004379562043795621,25,Female,Employee,25001 to 50000,3
20081,1,11273,11273.0,133,2018-04-17,2018-04-17,802,1.0,24,Female,Student,No Income,5
20082,4,46013,11503.25,70,2018-06-26,2019-10-28,243,0.0081799591002045,25,Female,Employee,More than 50000,1
