user_id,total_orders,total_spending,avg_order_value,total_items,first_order_date,last_order_date,recency_days,order_frequency,age,gender,occupation,monthly_income,family_size,segment
5614,1,282,282.0,1,2018-10-30,2018-10-30,606,1.0,23,Male,Student,Below Rs.10000,3,At-risk
5615,1,1301,1301.0,5,2020-04-10,2020-04-10,78,1.0,22,Female,Employee,25001 to 50000,4,Occasional
5616,3,76408,25469.33333333333,49,2018-02-02,2018-12-27,548,0.0091463414634146,22,Male,Student,No Income,2,High-value
5618,3,8842,2947.333333333333,34,2018-01-03,2020-03-18,101,0.0037267080745341,28,Male,Employee,More than 50000,1,High-value
5619,1,630,630.0,1,2019-01-30,2019-01-30,514,1.0,22,Male,Student,No Income,2,At-risk
5620,2,1722,861.0,4,2019-01-02,2019-05-10,414,0.015625,25,Male,Employee,10001 to 25000,2,Regular
5621,2,4787,2393.5,9,2018-12-06,2019-10-23,248,0.0062305295950155,26,Female,Employee,25001 to 50000,2,High-value
5622,1,565,565.0,4,2019-07-25,2019-07-25,338,1.0,31,Male,Self Employeed,More than 50000,6,At-risk
5624,3,2625,875.0,13,2019-02-25,2020-02-19,129,0.0083565459610027,24,Male,Employee,25001 to 50000,2,Regular
5625,2,40888,20444.0,44,2019-08-07,2020-04-09,79,0.008130081300813,31,Female,Employee,More than 50000,5,High-value
5626,2,430,215.0,5,2018-04-09,2020-03-23,96,0.0028011204481792,26,Male,Employee,25001 to 50000,2,Regular
5627,2,6468,3234.0,8,2018-12-12,2020-02-27,121,0.004524886877828,24,Female,Self Employeed,More than 50000,2,High-value
5629,3,16500,5500.0,84,2018-12-12,2019-07-01,362,0.0149253731343283,19,Male,Student,No Income,6,High-value
5631,4,7306,1826.5,7,2018-08-03,2019-02-01,512,0.0219780219780219,23,Female,House wife,No Income,6,High-value
5633,4,8898,2224.5,10,2017-12-27,2019-07-24,339,0.0069686411149825,23,Male,Student,No Income,2,High-value
5634,6,116929,19488.166666666668,207,2017-10-30,2020-05-28,30,0.0063761955366631,24,Male,Student,No Income,5,High-value
5639,1,380,380.0,1,2017-12-15,2017-12-15,925,1.0,29,Male,Employee,25001 to 50000,4,At-risk
5640,1,213,213.0,1,2018-07-24,2018-07-24,704,1.0,23,Female,Student,No Income,1,At-risk
5642,3,6398,2132.6666666666665,83,2017-12-19,2020-01-02,177,0.0040322580645161,29,Female,Employee,25001 to 50000,4,High-value
5643,1,2657,2657.0,6,2017-11-14,2017-11-14,956,1.0,27,Male,Self Employeed,25001 to 50000,6,Occasional
5644,1,139,139.0,1,2018-04-06,2018-04-06,813,1.0,25,Male,Self Employeed,10001 to 25000,3,At-risk
5646,5,16916,3383.2,16,2017-11-07,2019-01-28,516,0.0111856823266219,23,Male,Student,No Income,3,High-value
5647,1,310,310.0,1,2018-07-09,2018-07-09,719,1.0,24,Female,Employee,10001 to 25000,4,At-risk
5648,1,333,333.0,1,2019-07-12,2019-07-12,351,1.0,32,Male,Self Employeed,10001 to 25000,3,At-risk
5649,1,139,139.0,1,2020-04-06,2020-04-06,82,1.0,28,Male,Employee,25001 to 50000,5,At-risk
5650,1,85745,85745.0,38,2018-11-16,2018-11-16,589,1.0,26,Male,Employee,10001 to 25000,2,Occasional
5651,1,171,171.0,1,2018-02-23,2018-02-23,855,1.0,31,Female,House wife,No Income,5,At-risk
5652,2,44731,22365.5,150,2019-05-09,2020-05-28,30,0.0051948051948051,27,Female,Self Employeed,25001 to 50000,3,High-value
5653,3,19411,6470.333333333333,9,2018-02-02,2020-03-05,114,0.0039370078740157,21,Female,Student,No Income,1,High-value
5655,2,1611,805.5,4,2017-11-10,2018-01-22,887,0.0273972602739726,26,Male,Employee,10001 to 25000,4,Regular
5656,2,3176,1588.0,4,2017-11-22,2019-03-26,459,0.0040899795501022,32,Male,Employee,More than 50000,5,Regular
5657,2,1671,835.5,5,2019-01-24,2020-02-18,130,0.0051282051282051,25,Female,Student,No Income,2,Regular
5658,1,1454,1454.0,3,2018-09-24,2018-09-24,642,1.0,28,Male,Self Employeed,10001 to 25000,2,Occasional
5659,2,13250,6625.0,150,2018-11-09,2019-09-18,283,0.0063897763578274,21,Female,Student,No Income,3,High-value
5660,1,97,97.0,1,2020-06-02,2020-06-02,25,1.0,24,Male,Student,No Income,2,At-risk
5661,2,426,213.0,2,2018-06-11,2019-05-10,414,0.006006006006006,26,Female,Self Employeed,10001 to 25000,5,Regular
5662,1,208,208.0,1,2019-06-14,2019-06-14,379,1.0,32,Male,Employee,25001 to 50000,3,At-risk
5663,2,1949,974.5,3,2018-10-02,2020-04-16,72,0.0035587188612099,29,Male,Self Employeed,More than 50000,6,Regular
5666,2,931,465.5,2,2019-04-04,2019-07-05,358,0.0217391304347826,26,Male,Self Employeed,More than 50000,2,Regular
5667,2,819,409.5,2,2017-12-27,2019-01-03,541,0.0053763440860215,25,Male,Employee,More than 50000,3,Regular
5668,1,148,148.0,1,2019-10-04,2019-10-04,267,1.0,29,Male,Employee,25001 to 50000,3,At-risk
5669,1,2889,2889.0,1,2018-11-30,2018-11-30,575,1.0,22,Male,Student,No Income,3,Occasional
5670,3,96685,32228.33333333333,85,2018-06-04,2019-08-21,311,0.0067720090293453,24,Male,Student,No Income,2,High-value
5671,1,1671,1671.0,6,2019-09-12,2019-09-12,289,1.0,27,Male,Employee,25001 to 50000,2,Occasional
5672,2,18546,9273.0,225,2018-11-20,2019-05-17,407,0.0112359550561797,23,Female,Student,No Income,3,High-value
5673,2,6602,3301.0,5,2019-04-08,2019-12-27,183,0.0076045627376425,32,Male,Employee,More than 50000,6,High-value
5674,3,541,180.33333333333331,3,2019-02-04,2019-10-03,268,0.0124481327800829,22,Female,Student,No Income,2,Regular
5675,1,731,731.0,1,2018-01-30,2018-01-30,879,1.0,28,Male,Employee,25001 to 50000,3,At-risk
5677,2,995,497.5,2,2017-10-13,2019-05-09,415,0.0034904013961605,30,Male,Self Employeed,More than 50000,1,Regular
5679,1,69,69.0,1,2020-03-17,2020-03-17,102,1.0,26,Female,Employee,Below Rs.10000,6,At-risk
5682,2,153,76.5,2,2017-10-13,2018-02-13,865,0.016260162601626,23,Female,Employee,25001 to 50000,2,Regular
5684,2,11801,5900.5,20,2018-01-12,2019-01-04,540,0.0056022408963585,21,Male,Student,No Income,6,High-value
5685,1,3347,3347.0,4,2017-12-07,2017-12-07,933,1.0,20,Male,Student,No Income,3,Occasional
5686,1,333,333.0,1,2018-01-09,2018-01-09,900,1.0,22,Male,Employee,10001 to 25000,2,At-risk
5690,2,15333,7666.5,52,2018-12-28,2020-05-07,51,0.0040322580645161,30,Male,Self Employeed,25001 to 50000,6,High-value
5691,1,361,361.0,1,2019-09-05,2019-09-05,296,1.0,23,Male,Student,No Income,3,At-risk
5692,3,6722,2240.6666666666665,37,2018-05-08,2019-10-10,261,0.0057692307692307,28,Female,Employee,25001 to 50000,6,High-value
5695,1,444,444.0,1,2019-01-10,2019-01-10,534,1.0,21,Male,Student,No Income,2,At-risk
5696,4,16162,4040.5,54,2018-07-20,2020-03-06,113,0.0067226890756302,23,Female,Employee,10001 to 25000,3,High-value
5697,1,157,157.0,1,2017-10-12,2017-10-12,989,1.0,25,Male,Self Employeed,More than 50000,4,At-risk
5698,3,740,246.66666666666663,3,2019-02-06,2020-04-17,71,0.0068807339449541,24,Female,Employee,25001 to 50000,2,Regular
5699,1,5634,5634.0,21,2018-03-20,2018-03-20,830,1.0,26,Male,Employee,10001 to 25000,3,Occasional
5703,1,3343,3343.0,13,2018-01-22,2018-01-22,887,1.0,23,Male,Employee,10001 to 25000,2,Occasional
5704,1,65181,65181.0,40,2019-11-12,2019-11-12,228,1.0,21,Female,Employee,Below Rs.10000,2,Occasional
5705,5,3023,604.6,11,2018-06-20,2020-02-18,130,0.0082236842105263,25,Male,Self Employeed,25001 to 50000,3,Regular
5706,3,32783,10927.666666666666,140,2018-09-19,2019-06-28,365,0.0106382978723404,24,Female,Employee,10001 to 25000,2,High-value
5708,1,9750,9750.0,3,2020-03-23,2020-03-23,96,1.0,23,Female,Student,No Income,4,Occasional
5709,4,18472,4618.0,16,2017-11-10,2019-03-26,459,0.0079840319361277,24,Male,Employee,More than 50000,3,High-value
5710,2,3347,1673.5,10,2017-12-28,2019-10-24,247,0.0030075187969924,22,Female,Student,No Income,2,Regular
5711,3,5093,1697.6666666666667,6,2018-01-09,2020-04-16,72,0.0036231884057971,30,Male,Employee,More than 50000,5,High-value
5712,1,6968,6968.0,30,2018-02-26,2018-02-26,852,1.0,23,Female,Employee,10001 to 25000,4,Occasional
5713,2,759,379.5,2,2018-06-29,2018-10-23,613,0.0172413793103448,19,Male,Student,No Income,6,Regular
5714,1,10356,10356.0,7,2018-10-10,2018-10-10,626,1.0,21,Female,Student,No Income,2,Occasional
5715,1,130,130.0,1,2018-11-27,2018-11-27,578,1.0,23,Male,Student,No Income,4,At-risk
5717,3,606,202.0,3,2017-10-12,2019-04-17,437,0.0054347826086956,26,Female,Employee,10001 to 25000,2,Regular
5719,1,1028,1028.0,1,2018-04-25,2018-04-25,794,1.0,25,Female,Student,10001 to 25000,2,At-risk
5721,1,861,861.0,7,2018-12-28,2018-12-28,547,1.0,25,Female,Student,No Income,3,At-risk
5724,3,15463,5154.333333333333,21,2018-01-24,2019-01-25,519,0.0081967213114754,25,Female,Employee,25001 to 50000,3,High-value
5726,1,148,148.0,1,2019-06-06,2019-06-06,387,1.0,25,Female,Employee,More than 50000,1,At-risk
5727,1,778,778.0,1,2019-12-20,2019-12-20,190,1.0,25,Female,Employee,25001 to 50000,3,At-risk
5728,1,856,856.0,2,2017-10-23,2017-10-23,978,1.0,24,Female,Student,Below Rs.10000,5,At-risk
5729,2,889,444.5,9,2018-03-08,2019-04-30,424,0.0047846889952153,24,Male,Student,No Income,3,Regular
5730,3,12116,4038.6666666666665,11,2018-01-05,2018-08-09,688,0.0138888888888888,22,Male,Employee,10001 to 25000,1,High-value
5731,1,69,69.0,1,2018-05-04,2018-05-04,785,1.0,28,Male,Employee,25001 to 50000,2,At-risk
5732,1,4130,4130.0,16,2019-09-11,2019-09-11,290,1.0,25,Female,Employee,More than 50000,6,Occasional
5733,2,5454,2727.0,6,2018-08-30,2019-07-09,354,0.0063897763578274,22,Male,Student,Below Rs.10000,3,High-value
5734,3,161,53.66666666666666,3,2018-05-05,2020-04-20,68,0.0041899441340782,22,Female,Student,No Income,6,Regular
5735,2,7287,3643.5,11,2018-03-13,2018-10-16,620,0.0092165898617511,22,Male,Student,Below Rs.10000,4,High-value
5736,1,102,102.0,1,2018-08-29,2018-08-29,668,1.0,27,Female,Employee,More than 50000,2,At-risk
5737,3,366,122.0,3,2018-01-05,2019-06-05,388,0.005813953488372,22,Male,Student,No Income,3,Regular
5738,1,194,194.0,1,2018-09-25,2018-09-25,641,1.0,24,Female,Student,No Income,3,At-risk
5739,1,861,861.0,2,2019-10-01,2019-10-01,270,1.0,23,Female,Student,No Income,2,At-risk
5741,2,13639,6819.5,126,2018-04-20,2020-01-03,176,0.0032102728731942,22,Female,Student,No Income,5,High-value
5743,3,4681,1560.3333333333333,4,2018-03-07,2018-09-24,642,0.0149253731343283,32,Male,Employee,More than 50000,5,Regular
5744,1,69,69.0,1,2017-12-22,2017-12-22,918,1.0,25,Female,Student,No Income,2,At-risk
5746,2,55524,27762.0,83,2018-10-09,2018-10-22,614,0.1538461538461538,21,Female,Student,No Income,3,High-value
5748,1,24019,24019.0,40,2019-11-06,2019-11-06,234,1.0,26,Female,Self Employeed,10001 to 25000,5,Occasional
5749,2,126833,63416.5,108,2018-03-19,2020-06-11,16,0.0024539877300613,32,Male,Employee,25001 to 50000,3,High-value
5750,1,1148,1148.0,1,2018-12-19,2018-12-19,556,1.0,29,Male,Self Employeed,More than 50000,6,At-risk
5751,1,21903,21903.0,13,2019-06-24,2019-06-24,369,1.0,21,Male,Student,No Income,5,Occasional
5752,3,1639,546.3333333333334,6,2017-12-15,2020-05-25,33,0.0033632286995515,24,Female,Self Employeed,25001 to 50000,3,Regular
5753,2,18283,9141.5,25,2018-01-24,2019-09-19,282,0.0033167495854063,26,Male,Self Employeed,More than 50000,2,High-value
5754,1,398,398.0,1,2018-10-01,2018-10-01,635,1.0,21,Male,Employee,More than 50000,3,At-risk
5755,1,4250,4250.0,4,2018-01-18,2018-01-18,891,1.0,29,Male,Employee,25001 to 50000,3,Occasional
5756,1,366,366.0,2,2019-03-11,2019-03-11,474,1.0,22,Male,Student,No Income,3,At-risk
5758,1,8384,8384.0,4,2017-10-06,2017-10-06,995,1.0,27,Male,Employee,25001 to 50000,2,Occasional
5760,1,2713,2713.0,33,2018-03-26,2018-03-26,824,1.0,32,Male,Employee,More than 50000,6,Occasional
5761,2,981,490.5,3,2017-12-11,2020-06-09,18,0.0021953896816684,22,Female,Student,No Income,2,Regular
5762,1,106,106.0,1,2018-05-15,2018-05-15,774,1.0,22,Female,Employee,25001 to 50000,4,At-risk
5765,3,80750,26916.666666666668,313,2017-12-07,2019-08-01,331,0.0049833887043189,20,Male,Student,No Income,2,High-value
5766,4,79037,19759.25,50,2018-01-25,2019-11-15,225,0.0060698027314112,29,Male,Employee,25001 to 50000,4,High-value
5768,2,819,409.5,2,2018-05-31,2019-03-07,478,0.0071428571428571,25,Male,Self Employeed,More than 50000,2,Regular
5769,2,2125,1062.5,4,2018-04-23,2018-08-28,669,0.0157480314960629,29,Female,Employee,25001 to 50000,4,Regular
5770,1,37,37.0,1,2019-03-21,2019-03-21,464,1.0,27,Male,Self Employeed,25001 to 50000,6,At-risk
5771,1,569,569.0,1,2018-05-30,2018-05-30,759,1.0,25,Male,Self Employeed,10001 to 25000,3,At-risk
5772,2,135088,67544.0,89,2018-02-06,2019-09-16,285,0.0034071550255536,21,Male,Student,No Income,2,High-value
5775,2,7828,3914.0,7,2018-05-22,2018-11-30,575,0.0104166666666666,22,Male,Self Employeed,10001 to 25000,3,High-value
5777,1,84894,84894.0,70,2018-12-21,2018-12-21,554,1.0,26,Male,Employee,10001 to 25000,2,Occasional
5778,1,833,833.0,3,2019-09-17,2019-09-17,284,1.0,22,Female,Employee,25001 to 50000,4,At-risk
5779,2,42042,21021.0,31,2018-05-15,2018-12-19,556,0.0091743119266055,26,Male,Employee,More than 50000,4,High-value
5780,1,9366,9366.0,20,2019-05-31,2019-05-31,393,1.0,25,Female,Student,No Income,3,Occasional
5781,1,15949,15949.0,13,2018-04-26,2018-04-26,793,1.0,20,Male,Student,No Income,2,Occasional
5783,1,440,440.0,1,2019-04-24,2019-04-24,430,1.0,23,Female,Student,No Income,1,At-risk
5784,5,22744,4548.8,54,2017-10-11,2019-07-03,360,0.0079365079365079,25,Male,Self Employeed,More than 50000,2,High-value
5785,3,2316,772.0,3,2018-09-11,2019-07-16,347,0.0097402597402597,29,Female,Employee,25001 to 50000,4,Regular
5786,3,704,234.66666666666663,3,2017-11-27,2020-01-30,149,0.0037783375314861,27,Male,Self Employeed,25001 to 50000,6,Regular
5787,1,13162,13162.0,14,2018-01-22,2018-01-22,887,1.0,25,Male,Self Employeed,10001 to 25000,3,Occasional
5788,4,10130,2532.5,80,2017-12-29,2020-03-04,115,0.0050251256281407,21,Male,Student,No Income,2,High-value
5789,1,356,356.0,2,2018-02-05,2018-02-05,873,1.0,24,Male,Student,No Income,2,At-risk
5790,3,1519,506.3333333333333,7,2019-12-19,2020-05-15,43,0.0202702702702702,26,Female,Self Employeed,10001 to 25000,5,Regular
5791,1,407,407.0,2,2020-03-02,2020-03-02,117,1.0,32,Male,Employee,25001 to 50000,3,At-risk
5793,2,884,442.0,11,2018-03-09,2018-08-16,681,0.0125,21,Male,Student,No Income,5,Regular
5795,2,6792,3396.0,71,2018-06-13,2019-10-10,261,0.0041322314049586,26,Male,Self Employeed,More than 50000,2,High-value
5796,1,551,551.0,1,2020-01-14,2020-01-14,165,1.0,31,Male,Employee,More than 50000,3,At-risk
5797,1,278,278.0,1,2018-10-29,2018-10-29,607,1.0,29,Male,Employee,25001 to 50000,3,At-risk
5798,1,2847,2847.0,39,2018-09-10,2018-09-10,656,1.0,22,Male,Student,No Income,3,Occasional
5799,1,347,347.0,1,2018-01-10,2018-01-10,899,1.0,24,Male,Student,No Income,2,At-risk
5803,1,130,130.0,1,2019-05-29,2019-05-29,395,1.0,22,Female,Student,No Income,2,At-risk
5804,2,713,356.5,4,2018-01-23,2019-08-23,309,0.0034662045060658,28,Male,Employee,25001 to 50000,3,Regular
5806,2,208,104.0,2,2019-06-13,2019-10-17,254,0.0158730158730158,30,Male,Self Employeed,More than 50000,1,Regular
5807,3,2195,731.6666666666666,11,2018-02-15,2019-08-08,324,0.0055658627087198,21,Male,Student,No Income,3,Regular
5808,1,3690,3690.0,2,2018-08-09,2018-08-09,688,1.0,26,Female,Employee,Below Rs.10000,6,Occasional
5809,2,93,46.5,2,2019-01-03,2019-05-24,400,0.0141843971631205,25,Male,Self Employeed,More than 50000,3,Regular
5811,2,445,222.5,2,2017-12-08,2018-06-15,743,0.0105820105820105,23,Female,Employee,25001 to 50000,2,Regular
5812,4,6973,1743.25,115,2018-05-16,2018-08-31,666,0.0373831775700934,22,Male,Student,Below Rs.10000,4,High-value
5814,2,1148,574.0,7,2019-07-15,2020-01-10,169,0.0111731843575419,22,Male,Student,No Income,3,Regular
5816,2,19204,9602.0,87,2018-01-03,2019-04-08,446,0.0043478260869565,23,Female,Student,No Income,2,High-value
5817,2,731,365.5,2,2019-02-07,2019-09-06,295,0.0094786729857819,23,Female,Student,No Income,4,Regular
5818,1,69,69.0,1,2020-02-14,2020-02-14,134,1.0,22,Female,Student,No Income,5,At-risk
5819,4,16217,4054.25,30,2017-10-27,2020-05-19,39,0.0042780748663101,23,Male,Student,Below Rs.10000,2,High-value
5820,3,15676,5225.333333333333,43,2019-04-18,2020-03-12,107,0.0091185410334346,23,Male,Student,No Income,5,High-value
5821,1,250,250.0,1,2019-01-03,2019-01-03,541,1.0,20,Female,Student,No Income,4,At-risk
5822,3,1569,523.0,6,2017-11-28,2018-11-26,579,0.0082644628099173,24,Female,Student,Below Rs.10000,3,Regular
5823,1,20764,20764.0,40,2018-10-04,2018-10-04,632,1.0,22,Male,Student,Below Rs.10000,3,Occasional
5824,2,4278,2139.0,30,2017-11-21,2017-11-28,942,0.2857142857142857,22,Female,Student,No Income,6,Regular
5825,1,93,93.0,1,2018-01-25,2018-01-25,884,1.0,22,Male,Student,Below Rs.10000,4,At-risk
5826,2,49482,24741.0,22,2019-04-10,2019-07-03,360,0.0238095238095238,27,Female,Employee,More than 50000,2,High-value
5827,2,2375,1187.5,23,2017-10-06,2019-08-05,327,0.0029940119760479,22,Male,Student,No Income,3,Regular
5828,2,25051,12525.5,57,2017-11-15,2020-04-09,79,0.002283105022831,24,Female,Student,No Income,3,High-value
5829,2,704,352.0,2,2018-03-07,2018-11-26,579,0.0075757575757575,23,Female,Student,No Income,2,Regular
5830,2,3889,1944.5,4,2018-04-12,2019-03-29,456,0.0056980056980056,23,Female,Student,No Income,4,Regular
5831,3,3726,1242.0,4,2018-01-26,2018-07-20,708,0.0171428571428571,22,Female,Student,No Income,5,Regular
5832,2,1130,565.0,15,2018-05-10,2019-04-11,443,0.0059523809523809,23,Male,Student,Below Rs.10000,2,Regular
5833,1,681,681.0,1,2020-06-12,2020-06-12,15,1.0,23,Male,Student,No Income,5,At-risk
5834,7,16140,2305.714285714286,14,2017-12-15,2019-06-19,374,0.0127041742286751,21,Male,Student,No Income,4,High-value
5835,1,722,722.0,2,2019-07-10,2019-07-10,353,1.0,23,Female,Self Employeed,10001 to 25000,5,At-risk
5836,1,2769,2769.0,2,2018-02-23,2018-02-23,855,1.0,24,Female,Student,No Income,6,Occasional
5837,1,88,88.0,1,2019-03-27,2019-03-27,458,1.0,28,Female,Employee,25001 to 50000,2,At-risk
5838,1,79,79.0,1,2019-07-12,2019-07-12,351,1.0,23,Female,Student,No Income,3,At-risk
5839,3,1514,504.6666666666667,12,2017-10-20,2019-07-30,333,0.0046296296296296,25,Male,Student,No Income,4,Regular
5840,1,454,454.0,1,2018-12-20,2018-12-20,555,1.0,21,Female,Student,Below Rs.10000,1,At-risk
5841,3,1070,356.6666666666667,3,2018-06-15,2019-08-29,303,0.0068181818181818,24,Male,Student,No Income,3,Regular
5842,2,5491,2745.5,59,2017-10-09,2019-07-12,351,0.0031201248049922,22,Male,Student,No Income,4,High-value
5843,1,69,69.0,1,2019-07-30,2019-07-30,333,1.0,22,Female,Student,No Income,4,At-risk
5845,1,83,83.0,1,2018-03-07,2018-03-07,843,1.0,21,Male,Student,Below Rs.10000,3,At-risk
5846,1,37,37.0,1,2019-05-15,2019-05-15,409,1.0,25,Male,Student,No Income,3,At-risk
5849,3,1260,420.0,5,2019-05-06,2020-03-26,93,0.0092307692307692,23,Female,Employee,10001 to 25000,3,Regular
5850,2,185,92.5,2,2018-04-06,2020-02-12,136,0.0029542097488921,22,Male,Student,Below Rs.10000,4,Regular
5852,1,3444,3444.0,1,2018-03-22,2018-03-22,828,1.0,22,Male,Student,No Income,4,Occasional
5853,3,9343,3114.333333333333,8,2018-08-24,2019-05-13,411,0.0114503816793893,25,Male,Employee,More than 50000,4,High-value
5855,1,9644,9644.0,8,2018-06-08,2018-06-08,750,1.0,22,Female,Student,No Income,2,Occasional
5856,1,306,306.0,1,2018-09-24,2018-09-24,642,1.0,25,Male,Student,10001 to 25000,3,At-risk
5857,1,2005,2005.0,4,2019-06-21,2019-06-21,372,1.0,25,Male,Student,No Income,5,Occasional
5858,1,250,250.0,1,2020-03-18,2020-03-18,101,1.0,32,Female,House wife,No Income,5,At-risk
5859,4,1509,377.25,5,2017-11-02,2018-08-28,669,0.0133779264214046,23,Female,Student,No Income,3,Regular
5861,1,23708,23708.0,23,2019-03-14,2019-03-14,471,1.0,30,Male,Self Employeed,More than 50000,4,Occasional
5862,2,19472,9736.0,214,2019-03-21,2019-08-19,313,0.0132450331125827,23,Male,Student,No Income,3,High-value
5863,2,30338,15169.0,78,2019-01-25,2019-12-14,196,0.0061919504643962,23,Male,Student,No Income,4,High-value
5864,1,259,259.0,1,2020-01-28,2020-01-28,151,1.0,22,Female,Student,No Income,5,At-risk
5866,4,3898,974.5,17,2017-11-30,2019-06-07,386,0.0072202166064981,27,Female,Self Employeed,10001 to 25000,2,Regular
5867,2,1384,692.0,6,2018-06-01,2018-07-03,725,0.0625,24,Female,Student,No Income,3,Regular
5868,1,59556,59556.0,173,2019-09-27,2019-09-27,274,1.0,23,Male,Student,No Income,2,Occasional
5869,3,37675,12558.333333333334,49,2018-03-27,2020-06-12,15,0.0037128712871287,23,Female,Student,No Income,3,High-value
5871,1,93,93.0,1,2018-09-05,2018-09-05,661,1.0,23,Female,Student,No Income,5,At-risk
5873,2,282,141.0,2,2018-05-03,2020-04-16,72,0.0028011204481792,24,Male,Student,No Income,3,Regular
5874,2,782,391.0,9,2018-06-14,2018-06-20,738,0.3333333333333333,25,Male,Student,No Income,2,Regular
5876,1,1176,1176.0,8,2018-09-10,2018-09-10,656,1.0,28,Female,Student,No Income,2,At-risk
5877,4,9306,2326.5,30,2018-05-22,2019-08-02,330,0.0091533180778032,22,Female,Student,No Income,1,High-value
5878,2,7278,3639.0,11,2018-09-04,2019-10-24,247,0.0048192771084337,24,Female,Student,No Income,3,High-value
5880,1,12889,12889.0,128,2018-08-14,2018-08-14,683,1.0,25,Male,Student,No Income,4,Occasional
5881,3,6115,2038.3333333333333,5,2017-11-10,2020-05-08,50,0.0032967032967032,23,Male,Student,No Income,5,High-value
5882,2,17209,8604.5,57,2018-11-21,2018-12-14,561,0.0869565217391304,22,Male,Student,No Income,3,High-value
5884,1,46662,46662.0,182,2019-08-26,2019-08-26,306,1.0,23,Male,Student,No Income,4,Occasional
5885,1,806,806.0,5,2017-11-21,2017-11-21,949,1.0,23,Female,Student,No Income,2,At-risk
5887,3,23000,7666.666666666667,51,2018-08-30,2019-05-02,422,0.0122448979591836,24,Male,Employee,10001 to 25000,4,High-value
5889,3,3806,1268.6666666666667,47,2018-05-24,2019-10-11,260,0.0059405940594059,23,Female,Student,No Income,4,Regular
5890,3,3917,1305.6666666666667,15,2018-01-08,2019-11-08,232,0.0044843049327354,24,Female,Employee,More than 50000,4,Regular
5891,2,1092,546.0,2,2019-11-13,2020-05-19,39,0.0106382978723404,22,Male,Student,No Income,4,Regular
5892,2,495,247.5,8,2017-11-24,2018-04-24,795,0.0132450331125827,24,Female,Student,10001 to 25000,3,Regular
5893,1,954,954.0,2,2019-04-29,2019-04-29,425,1.0,25,Female,Student,No Income,3,At-risk
5894,2,981,490.5,3,2017-11-22,2018-07-24,704,0.0081967213114754,23,Male,Student,No Income,2,Regular
5895,3,1718,572.6666666666666,11,2018-01-18,2020-01-22,157,0.0040871934604904,26,Male,Student,No Income,4,Regular
5896,1,27037,27037.0,103,2018-08-20,2018-08-20,677,1.0,24,Female,Student,25001 to 50000,3,Occasional
5897,4,1820,455.0,19,2018-07-19,2019-11-01,239,0.0085106382978723,26,Male,Student,No Income,4,Regular
5899,2,3787,1893.5,4,2019-11-29,2020-05-19,39,0.0116279069767441,22,Female,Student,No Income,3,High-value
5900,1,1861,1861.0,12,2019-12-12,2019-12-12,198,1.0,24,Male,Student,No Income,5,Occasional
5901,1,65,65.0,1,2019-05-03,2019-05-03,421,1.0,24,Male,Student,10001 to 25000,4,At-risk
5904,5,7347,1469.4,18,2018-04-17,2020-03-10,109,0.0072150072150072,22,Male,Student,No Income,3,High-value
5905,1,60,60.0,1,2018-02-21,2018-02-21,857,1.0,23,Male,Student,No Income,3,At-risk
5907,1,1458,1458.0,1,2018-11-20,2018-11-20,585,1.0,24,Male,Student,No Income,5,Occasional
5908,2,1561,780.5,2,2017-11-20,2020-05-20,38,0.0021929824561403,25,Male,Student,No Income,1,Regular
5909,1,509,509.0,1,2018-06-21,2018-06-21,737,1.0,25,Male,Student,No Income,5,At-risk
5910,3,630,210.0,3,2019-02-05,2019-10-09,262,0.0121951219512195,28,Male,Self Employeed,10001 to 25000,2,Regular
5912,5,92713,18542.6,74,2018-06-01,2020-06-08,19,0.0067750677506775,26,Male,Self Employeed,10001 to 25000,1,High-value
5913,1,315,315.0,1,2018-07-02,2018-07-02,726,1.0,22,Male,Student,No Income,2,At-risk
5914,2,153,76.5,2,2017-11-06,2019-10-15,256,0.0028248587570621,24,Female,Student,No Income,3,Regular
5915,2,4593,2296.5,4,2017-12-14,2019-10-22,249,0.0029542097488921,23,Male,Student,No Income,1,High-value
5916,1,162,162.0,1,2018-04-13,2018-04-13,806,1.0,25,Male,Student,No Income,1,At-risk
5917,2,621,310.5,3,2018-11-14,2019-09-25,276,0.0063492063492063,23,Female,Student,No Income,5,Regular
5919,2,14074,7037.0,38,2017-12-27,2020-01-30,149,0.0026178010471204,26,Male,Employee,25001 to 50000,5,High-value
5920,2,213,106.5,2,2017-10-19,2018-12-27,548,0.0046082949308755,32,Female,House wife,No Income,3,Regular
5921,4,78051,19512.75,96,2018-02-14,2020-03-23,96,0.0052083333333333,24,Female,Student,10001 to 25000,3,High-value
5923,2,695,347.5,3,2019-05-20,2020-01-28,151,0.0079051383399209,22,Female,Employee,10001 to 25000,3,Regular
5924,1,185,185.0,1,2018-10-01,2018-10-01,635,1.0,24,Female,Student,No Income,3,At-risk
5925,1,60,60.0,1,2018-09-27,2018-09-27,639,1.0,26,Male,Employee,25001 to 50000,2,At-risk
5927,2,15014,7507.0,42,2018-04-16,2020-01-28,151,0.0030674846625766,26,Male,Employee,More than 50000,2,High-value
5928,1,3995,3995.0,7,2018-10-08,2018-10-08,628,1.0,25,Male,Student,No Income,1,Occasional
5929,4,86347,21586.75,149,2018-01-08,2020-05-04,54,0.0047225501770956,25,Male,Employee,Below Rs.10000,2,High-value
